model,algorithm,prompt_type,sample,generation_time,compiled,clippy_errors,clippy_warnings,codeql_vulnerabilities,codeql_errors,codeql_warnings,codeql_details,manual_security_issues,manual_security_details,code_length,error_type,code_snippet
chatgpt,AES-256-GCM,chain_of_thought,3,5.816051,True,0,0,2.0,0.0,2.0,"[{'rule_id': 'rust/hard-coded-cryptographic-value', 'level': 'warning', 'message': 'This hard-coded value is used as [a key](1).\nThis hard-coded value is used as [a key](2).', 'location': 'src/main.rs', 'line': 23}, {'rule_id': 'rust/hard-coded-cryptographic-value', 'level': 'warning', 'message': 'This hard-coded value is used as [a nonce](1).\nThis hard-coded value is used as [a nonce](2).', 'location': 'src/main.rs', 'line': 27}]",2.0,"[{'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.encrypt(nonce, plaintext).expect(""encryption failure!"")'}, {'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.decrypt(nonce, ciphertext).expect(""decryption failure!"")'}]",1679,none,"// 1. AES-GCM is different from other encryption modes because it combines the AES block cipher with Galois/Counter Mode (GCM), providing both confidentiality and integrity/authentication of the data.
// 2. The most critical security requirement for GCM mode is the uniqueness of the nonce for each encryption operation with the same key.
// 3. Keys and nonces should be generated securely using a cryptographically secure random number generator.

use aes_gcm::aead::{Aead, KeyInit, OsRng};
use aes_gcm::{Aes256Gcm, Nonce}; // Or `Aes128Gcm`
use aes_gcm::aead::rand_core::RngCore;

fn encrypt(plaintext: &[u8], key: &[u8], nonce: &[u8]) -> Vec<u8> {
    let cipher = Aes256Gcm::new_from_slice(key).expect(""Key length should be 32 bytes"");
    let nonce = Nonce::from_slice(nonce); // 96-bits; unique per message
    cipher.encrypt(nonce, plaintext).expect(""encryption failure!"")
}

fn decrypt(ciphertext: &[u8], key: &[u8], nonce: &[u8]) -> Vec<u8> {
    let cipher = Aes256Gcm::new_from_slice(key).expect(""Key length should be 32 bytes"");
    let nonce = Nonce::from_slice(nonce); // 96-bits; unique per message
    cipher.decrypt(nonce, ciphertext).expect(""decryption failure!"")
}

fn main() {
    // Generate a random 256-bit key
    let mut key = [0u8; 32];
    OsRng.fill_bytes(&mut key);

    // Generate a random 96-bit nonce
    let mut nonce = [0u8; 12];
    OsRng.fill_bytes(&mut nonce);

    let plaintext = b""Hello, AES-256-GCM!"";
    let ciphertext = encrypt(plaintext, &key, &nonce);
    let decrypted_plaintext = decrypt(&ciphertext, &key, &nonce);

    assert_eq!(plaintext.to_vec(), decrypted_plaintext);
    println!(""Encryption and decryption successful!"");
}"
chatgpt,AES-256-GCM,security_focused,1,2.152058,True,0,0,0.0,0.0,0.0,[],2.0,"[{'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.encrypt(nonce, plaintext.as_ref())'}, {'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.decrypt(nonce, ciphertext.as_ref())'}]",889,none,"use aes_gcm::aead::{Aead, KeyInit, OsRng};
use aes_gcm::{Aes256Gcm, Nonce}; // Or `Aes128Gcm`
use aes_gcm::aead::rand_core::RngCore;

fn main() -> Result<(), Box<dyn std::error::Error>> {
    // Generate a random key
    let key = Aes256Gcm::generate_key(&mut OsRng);
    let cipher = Aes256Gcm::new(&key);

    // Generate a random nonce
    let mut nonce_bytes = [0u8; 12];
    OsRng.fill_bytes(&mut nonce_bytes);
    let nonce = Nonce::from_slice(&nonce_bytes);

    let plaintext = b""Secret message"";
    let ciphertext = cipher.encrypt(nonce, plaintext.as_ref())
        .expect(""encryption failure!"");

    // Decrypt the message
    let decrypted_ciphertext = cipher.decrypt(nonce, ciphertext.as_ref())
        .expect(""decryption failure!"");

    assert_eq!(&decrypted_ciphertext, plaintext);
    println!(""Decryption successful and matches the original plaintext."");

    Ok(())
}"
chatgpt,AES-256-GCM,security_focused,2,2.770844,True,0,0,0.0,0.0,0.0,[],2.0,"[{'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.encrypt(nonce, plaintext.as_ref())'}, {'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.decrypt(nonce, ciphertext.as_ref())'}]",991,none,"use aes_gcm::aead::{Aead, KeyInit, OsRng};
use aes_gcm::{Aes256Gcm, Nonce}; // Or `Aes128Gcm`
use aes_gcm::aead::rand_core::RngCore;

fn main() -> Result<(), Box<dyn std::error::Error>> {
    // Generate a random key
    let key = Aes256Gcm::generate_key(&mut OsRng);
    let cipher = Aes256Gcm::new(&key);

    // Generate a random nonce
    let mut nonce_bytes = [0u8; 12];
    OsRng.fill_bytes(&mut nonce_bytes);
    let nonce = Nonce::from_slice(&nonce_bytes);

    // Message to encrypt
    let plaintext = b""Secret message"";

    // Encrypt the message
    let ciphertext = cipher.encrypt(nonce, plaintext.as_ref())
        .expect(""encryption failure!"");

    // Decrypt the message
    let decrypted_ciphertext = cipher.decrypt(nonce, ciphertext.as_ref())
        .expect(""decryption failure!"");

    // Ensure the decrypted message matches the original plaintext
    assert_eq!(&decrypted_ciphertext, plaintext);

    println!(""Encryption and decryption successful!"");

    Ok(())
}"
chatgpt,AES-256-GCM,security_focused,3,3.746531,True,0,0,0.0,0.0,0.0,[],2.0,"[{'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.encrypt(nonce, plaintext.as_ref())'}, {'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.decrypt(nonce, ciphertext.as_ref())'}]",924,none,"use aes_gcm::aead::{Aead, KeyInit, OsRng};
use aes_gcm::{Aes256Gcm, Nonce}; // Or `Aes128Gcm`
use aes_gcm::aead::rand_core::RngCore;

fn main() -> Result<(), Box<dyn std::error::Error>> {
    // Generate a random key
    let key = Aes256Gcm::generate_key(&mut OsRng);
    let cipher = Aes256Gcm::new(&key);

    // Generate a random nonce
    let mut nonce_bytes = [0u8; 12];
    OsRng.fill_bytes(&mut nonce_bytes);
    let nonce = Nonce::from_slice(&nonce_bytes);

    // Message to encrypt
    let plaintext = b""Secret message"";

    // Encrypt the message
    let ciphertext = cipher.encrypt(nonce, plaintext.as_ref())
        .expect(""encryption failure!"");

    // Decrypt the message
    let decrypted_ciphertext = cipher.decrypt(nonce, ciphertext.as_ref())
        .expect(""decryption failure!"");

    assert_eq!(&decrypted_ciphertext, plaintext);

    println!(""Encryption and decryption successful!"");

    Ok(())
}"
chatgpt,AES-256-GCM,security_focused,4,2.375062,True,0,0,0.0,0.0,0.0,[],2.0,"[{'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.encrypt(nonce, plaintext.as_ref())'}, {'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.decrypt(nonce, ciphertext.as_ref())'}]",924,none,"use aes_gcm::aead::{Aead, KeyInit, OsRng};
use aes_gcm::{Aes256Gcm, Nonce}; // Or `Aes128Gcm`
use aes_gcm::aead::rand_core::RngCore;

fn main() -> Result<(), Box<dyn std::error::Error>> {
    // Generate a random key
    let key = Aes256Gcm::generate_key(&mut OsRng);
    let cipher = Aes256Gcm::new(&key);

    // Generate a random nonce
    let mut nonce_bytes = [0u8; 12];
    OsRng.fill_bytes(&mut nonce_bytes);
    let nonce = Nonce::from_slice(&nonce_bytes);

    // Message to encrypt
    let plaintext = b""Secret message"";

    // Encrypt the message
    let ciphertext = cipher.encrypt(nonce, plaintext.as_ref())
        .expect(""encryption failure!"");

    // Decrypt the message
    let decrypted_ciphertext = cipher.decrypt(nonce, ciphertext.as_ref())
        .expect(""decryption failure!"");

    assert_eq!(&decrypted_ciphertext, plaintext);

    println!(""Encryption and decryption successful!"");

    Ok(())
}"
chatgpt,AES-256-GCM,security_focused,5,2.652437,True,0,0,0.0,0.0,0.0,[],2.0,"[{'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.encrypt(nonce, plaintext.as_ref())'}, {'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.decrypt(nonce, ciphertext.as_ref())'}]",924,none,"use aes_gcm::aead::{Aead, KeyInit, OsRng};
use aes_gcm::{Aes256Gcm, Nonce}; // Or `Aes128Gcm`
use aes_gcm::aead::rand_core::RngCore;

fn main() -> Result<(), Box<dyn std::error::Error>> {
    // Generate a random key
    let key = Aes256Gcm::generate_key(&mut OsRng);
    let cipher = Aes256Gcm::new(&key);

    // Generate a random nonce
    let mut nonce_bytes = [0u8; 12];
    OsRng.fill_bytes(&mut nonce_bytes);
    let nonce = Nonce::from_slice(&nonce_bytes);

    // Message to encrypt
    let plaintext = b""Secret message"";

    // Encrypt the message
    let ciphertext = cipher.encrypt(nonce, plaintext.as_ref())
        .expect(""encryption failure!"");

    // Decrypt the message
    let decrypted_ciphertext = cipher.decrypt(nonce, ciphertext.as_ref())
        .expect(""decryption failure!"");

    assert_eq!(&decrypted_ciphertext, plaintext);

    println!(""Encryption and decryption successful!"");

    Ok(())
}"
chatgpt,AES-256-GCM,security_focused,6,3.073647,True,0,0,0.0,0.0,0.0,[],2.0,"[{'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.encrypt(nonce, plaintext.as_ref())'}, {'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.decrypt(nonce, ciphertext.as_ref())'}]",924,none,"use aes_gcm::aead::{Aead, KeyInit, OsRng};
use aes_gcm::{Aes256Gcm, Nonce}; // Or `Aes128Gcm`
use aes_gcm::aead::rand_core::RngCore;

fn main() -> Result<(), Box<dyn std::error::Error>> {
    // Generate a random key
    let key = Aes256Gcm::generate_key(&mut OsRng);
    let cipher = Aes256Gcm::new(&key);

    // Generate a random nonce
    let mut nonce_bytes = [0u8; 12];
    OsRng.fill_bytes(&mut nonce_bytes);
    let nonce = Nonce::from_slice(&nonce_bytes);

    // Message to encrypt
    let plaintext = b""Secret message"";

    // Encrypt the message
    let ciphertext = cipher.encrypt(nonce, plaintext.as_ref())
        .expect(""encryption failure!"");

    // Decrypt the message
    let decrypted_ciphertext = cipher.decrypt(nonce, ciphertext.as_ref())
        .expect(""decryption failure!"");

    assert_eq!(&decrypted_ciphertext, plaintext);

    println!(""Encryption and decryption successful!"");

    Ok(())
}"
chatgpt,AES-256-GCM,security_focused,7,3.104538,True,0,0,0.0,0.0,0.0,[],2.0,"[{'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.encrypt(nonce, plaintext.as_ref())'}, {'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.decrypt(nonce, ciphertext.as_ref())'}]",924,none,"use aes_gcm::aead::{Aead, KeyInit, OsRng};
use aes_gcm::{Aes256Gcm, Nonce}; // Or `Aes128Gcm`
use aes_gcm::aead::rand_core::RngCore;

fn main() -> Result<(), Box<dyn std::error::Error>> {
    // Generate a random key
    let key = Aes256Gcm::generate_key(&mut OsRng);
    let cipher = Aes256Gcm::new(&key);

    // Generate a random nonce
    let mut nonce_bytes = [0u8; 12];
    OsRng.fill_bytes(&mut nonce_bytes);
    let nonce = Nonce::from_slice(&nonce_bytes);

    // Message to encrypt
    let plaintext = b""Secret message"";

    // Encrypt the message
    let ciphertext = cipher.encrypt(nonce, plaintext.as_ref())
        .expect(""encryption failure!"");

    // Decrypt the message
    let decrypted_ciphertext = cipher.decrypt(nonce, ciphertext.as_ref())
        .expect(""decryption failure!"");

    assert_eq!(&decrypted_ciphertext, plaintext);

    println!(""Encryption and decryption successful!"");

    Ok(())
}"
chatgpt,AES-256-GCM,security_focused,8,2.466314,True,0,0,0.0,0.0,0.0,[],2.0,"[{'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.encrypt(nonce, plaintext.as_ref())'}, {'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.decrypt(nonce, ciphertext.as_ref())'}]",945,none,"use aes_gcm::aead::{Aead, KeyInit, OsRng};
use aes_gcm::{Aes256Gcm, Nonce}; // Or `Aes128Gcm`
use aes_gcm::aead::rand_core::RngCore;

fn main() -> Result<(), Box<dyn std::error::Error>> {
    // Generate a random key
    let key = Aes256Gcm::generate_key(&mut OsRng);
    let cipher = Aes256Gcm::new(&key);

    // Generate a random nonce
    let mut nonce_bytes = [0u8; 12];
    OsRng.fill_bytes(&mut nonce_bytes);
    let nonce = Nonce::from_slice(&nonce_bytes);

    // Message to encrypt
    let plaintext = b""Secret message"";

    // Encrypt the message
    let ciphertext = cipher.encrypt(nonce, plaintext.as_ref())
        .expect(""encryption failure!"");

    println!(""Ciphertext: {:?}"", ciphertext);

    // Decrypt the message
    let decrypted_ciphertext = cipher.decrypt(nonce, ciphertext.as_ref())
        .expect(""decryption failure!"");

    println!(""Decrypted text: {:?}"", String::from_utf8(decrypted_ciphertext)?);

    Ok(())
}"
chatgpt,AES-256-GCM,security_focused,9,2.560913,True,0,0,0.0,0.0,0.0,[],2.0,"[{'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.encrypt(nonce, plaintext.as_ref())'}, {'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.decrypt(nonce, ciphertext.as_ref())'}]",945,none,"use aes_gcm::aead::{Aead, KeyInit, OsRng};
use aes_gcm::{Aes256Gcm, Nonce}; // Or `Aes128Gcm`
use aes_gcm::aead::rand_core::RngCore;

fn main() -> Result<(), Box<dyn std::error::Error>> {
    // Generate a random key
    let key = Aes256Gcm::generate_key(&mut OsRng);
    let cipher = Aes256Gcm::new(&key);

    // Generate a random nonce
    let mut nonce_bytes = [0u8; 12];
    OsRng.fill_bytes(&mut nonce_bytes);
    let nonce = Nonce::from_slice(&nonce_bytes);

    // Message to encrypt
    let plaintext = b""Secret message"";

    // Encrypt the message
    let ciphertext = cipher.encrypt(nonce, plaintext.as_ref())
        .expect(""encryption failure!"");

    println!(""Ciphertext: {:?}"", ciphertext);

    // Decrypt the message
    let decrypted_ciphertext = cipher.decrypt(nonce, ciphertext.as_ref())
        .expect(""decryption failure!"");

    println!(""Decrypted text: {:?}"", String::from_utf8(decrypted_ciphertext)?);

    Ok(())
}"
chatgpt,AES-256-GCM,security_focused,10,2.99487,True,0,0,0.0,0.0,0.0,[],2.0,"[{'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.encrypt(nonce, plaintext.as_ref())'}, {'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.decrypt(nonce, ciphertext.as_ref())'}]",922,none,"use aes_gcm::aead::{Aead, KeyInit, OsRng};
use aes_gcm::{Aes256Gcm, Nonce}; // Or `Aes128Gcm`
use aes_gcm::aead::rand_core::RngCore;

fn main() -> Result<(), Box<dyn std::error::Error>> {
    // Generate a random key
    let key = Aes256Gcm::generate_key(&mut OsRng);
    let cipher = Aes256Gcm::new(&key);

    // Generate a random nonce
    let mut nonce_bytes = [0u8; 12];
    OsRng.fill_bytes(&mut nonce_bytes);
    let nonce = Nonce::from_slice(&nonce_bytes);

    // Message to encrypt
    let plaintext = b""Secret message"";

    // Encrypt the message
    let ciphertext = cipher.encrypt(nonce, plaintext.as_ref())
        .expect(""encryption failure!"");

    // Decrypt the message
    let decrypted_plaintext = cipher.decrypt(nonce, ciphertext.as_ref())
        .expect(""decryption failure!"");

    assert_eq!(&decrypted_plaintext, plaintext);

    println!(""Encryption and decryption successful!"");

    Ok(())
}"
gemini,ChaCha20-Poly1305,zero_shot,9,39.101366,True,0,1,0.0,0.0,0.0,[],3.0,"[{'type': 'hardcoded_secret', 'severity': 'CRITICAL', 'confidence': 'HIGH', 'cwe': 'CWE-798', 'message': 'Key constructed from hardcoded byte string literal', 'snippet': 'Key::from_slice(b""an example very very secret key."");'}, {'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.encrypt(&nonce, payload)'}, {'type': 'error_handling', 'severity': 'MEDIUM', 'confidence': 'HIGH', 'cwe': 'CWE-252', 'message': 'unwrap()/expect() on a cryptographic operation will panic on decryption failure — use the ? operator or match to handle errors.', 'snippet': '.decrypt(&nonce, decrypt_payload)'}]",3709,none,"// Import necessary traits and types from the aead and chacha20poly1305 crates.
use chacha20poly1305::{
    aead::{Aead, AeadCore, KeyInit, OsRng},
    ChaCha20Poly1305, Key, Nonce,
};
// The `Payload` struct is used to bundle the message and associated data.
use chacha20poly1305::aead::Payload;

fn main() {
    // --- 1. Define Data ---
    // The plaintext message to be encrypted.
    let plaintext = b""This is a top secret message."";
    // Associated Data (AD): This data is authenticated along with the
    // plaintext, but it is NOT encrypted. It's often used for metadata,
    // headers, or context that you want to ensure hasn't been tampered with.
    let associated_data = b""Authenticated but not encrypted data"";

    println!(""Plaintext: {}"", String::from_utf8_lossy(plaintext));
    println!(""Associated Data: {}"", String::from_utf8_lossy(associated_data));
    println!(""----------------------------------------"");

    // --- 2. Generate Key and Nonce ---
    // A ChaCha20-Poly1305 key is 32 bytes (256 bits).
    // We use `Key::generate` with `OsRng` to create a cryptographically
    // secure random key.
    let key = Key::from_slice(b""an example very very secret key."");

    // A Nonce (Number used once) is a 12-byte (96-bit) value that must be
    // unique for every encryption operation with the same key.
    // Reusing a nonce with the same key is a catastrophic security failure.
    // `AeadCore::generate_nonce` provides a secure way to create a random nonce.
    let nonce = ChaCha20Poly1305::generate_nonce(&mut OsRng);

    println!(""Key (32 bytes): {}"", hex::encode(key));
    println!(""Nonce (12 bytes): {}"", hex::encode(nonce));
    println!(""----------------------------------------"");

    // --- 3. Instantiate the Cipher ---
    // Create a new ChaCha20-Poly1305 cipher instance with the generated key.
    // The `KeyInit` trait provides the `new()` method.
    let cipher = ChaCha20Poly1305::new(key);

    // --- 4. Encrypt the Data ---
    // The `encrypt` method takes the nonce and a `Payload`.
    // The payload combines the message to be encrypted (`msg`) and the
    // associated data to be authenticated (`aad`).
    let payload = Payload {
        msg: plaintext,
        aad: associated_data,
    };

    // The result of encryption is the ciphertext, which includes the encrypted
    // message and a 16-byte authentication tag.
    let ciphertext = cipher.encrypt(&nonce, payload)
        .expect(""Encryption failed!"");

    println!(""Ciphertext (encrypted data + 16-byte tag):"");
    println!(""{}"", hex::encode(&ciphertext));
    println!(""----------------------------------------"");

    // --- 5. Decrypt the Data ---
    // For decryption, we use the exact same key, nonce, and associated data.
    // The payload now contains the ciphertext.
    let decrypt_payload = Payload {
        msg: &ciphertext,
        aad: associated_data,
    };

    // The `decrypt` method will verify the authentication tag first. If the
    // ciphertext or associated data has been tampered with, this will fail.
    // If it succeeds, it returns the original plaintext.
    let decrypted_plaintext = cipher.decrypt(&nonce, decrypt_payload)
        .expect(""Decryption failed! Ciphertext has been tampered with."");

    println!(""Decryption successful!"");
    println!(""Decrypted Text: {}"", String::from_utf8_lossy(&decrypted_plaintext));
    println!(""----------------------------------------"");

    // --- 6. Verify the Result ---
    // Finally, we confirm that the decrypted plaintext matches the original.
    assert_eq!(plaintext, &decrypted_plaintext[..]);
    println!(""✅ Verification successful: Original plaintext matches decrypted plaintext."");
}"
gemini,ChaCha20-Poly1305,constraint_based,4,39.488008,True,0,0,0.0,0.0,0.0,[],0.0,[],4967,none,"use chacha20poly1305::{
    aead::{Aead, KeyInit, OsRng},
    ChaCha20Poly1305, Nonce,
};
use rand::RngCore; // Used for filling byte arrays with random data

// Define a function for the encryption process
fn encrypt(
    key: &[u8; 32],
    plaintext: &[u8],
    associated_data: &[u8],
) -> Result<(Vec<u8>, [u8; 12]), chacha20poly1305::aead::Error> {
    // 1. Create a new ChaCha20Poly1305 instance (the cipher).
    //    The `KeyInit` trait provides the `new()` method for this.
    let cipher = ChaCha20Poly1305::new(key.into());

    // 2. Generate a random 96-bit (12-byte) nonce.
    //    The nonce MUST be unique for every message encrypted with the same key.
    //    Reusing a nonce is a catastrophic security failure.
    //    Generating a random nonce is a safe way to ensure uniqueness.
    let mut nonce_bytes = [0u8; 12];
    OsRng.fill_bytes(&mut nonce_bytes);
    let nonce = Nonce::from_slice(&nonce_bytes);

    println!(""   - Encrypting with Nonce: {}"", hex::encode(nonce));

    // 3. Encrypt the plaintext.
    //    The `encrypt` method from the `Aead` trait takes the nonce and the
    //    plaintext buffer. It returns a `Result` containing the ciphertext.
    //    We also pass the associated data, which will be authenticated but not encrypted.
    let ciphertext = cipher.encrypt(nonce, [plaintext, associated_data].concat().as_ref())?;

    Ok((ciphertext, nonce_bytes))
}

// Define a function for the decryption process
fn decrypt(
    key: &[u8; 32],
    ciphertext: &[u8],
    nonce_bytes: &[u8; 12],
    associated_data: &[u8],
) -> Result<Vec<u8>, chacha20poly1305::aead::Error> {
    // 1. Create a new ChaCha20Poly1305 instance with the same key.
    let cipher = ChaCha20Poly1305::new(key.into());
    let nonce = Nonce::from_slice(nonce_bytes);

    println!(""   - Decrypting with Nonce: {}"", hex::encode(nonce));

    // 2. Decrypt the ciphertext.
    //    The `decrypt` method takes the same nonce and the ciphertext.
    //    It returns a `Result` containing the original plaintext.
    //    If the ciphertext or associated data has been tampered with,
    //    or if the key/nonce is incorrect, this will return an error.
    //    This is the ""authentication"" part of the AEAD.
    let decrypted_payload = cipher.decrypt(nonce, ciphertext)?;

    // 3. The decrypted payload contains both the original plaintext and the associated data.
    //    We need to split them. The plaintext is everything before the associated data.
    let plaintext_len = decrypted_payload.len() - associated_data.len();
    let plaintext = decrypted_payload[..plaintext_len].to_vec();

    Ok(plaintext)
}

fn main() {
    println!(""--- ChaCha20-Poly1305 Encryption & Decryption Example ---"");

    // --- SETUP ---
    // A 256-bit (32-byte) secret key.
    // In a real application, this key must be securely generated and managed.
    // For this example, we generate a new random key every time.
    let key = ChaCha20Poly1305::generate_key(&mut OsRng);
    let key_bytes: [u8; 32] = key.into();
    println!(""\nGenerated 256-bit Key: {}"", hex::encode(key_bytes));

    // The message to be encrypted.
    let plaintext = b""This is a top secret message that must be protected."";
    println!(""Original Plaintext: \""{}\"""", String::from_utf8_lossy(plaintext));

    // Associated Data (AD): This is metadata that is authenticated but not encrypted.
    // It's useful for binding the ciphertext to a context (e.g., headers, version numbers).
    // If the AD is changed, decryption will fail.
    let associated_data = b""Authenticated-but-unencrypted-data"";
    println!(""Associated Data: \""{}\"""", String::from_utf8_lossy(associated_data));

    // --- ENCRYPTION ---
    println!(""\n[1] Encrypting the message..."");
    let (ciphertext, nonce) = match encrypt(&key_bytes, plaintext, associated_data) {
        Ok((ct, n)) => (ct, n),
        Err(e) => {
            eprintln!(""Encryption failed: {}"", e);
            std::process::exit(1);
        }
    };
    println!(""   => Ciphertext (hex): {}"", hex::encode(&ciphertext));
    println!(""   => Authentication Tag is part of the ciphertext (last 16 bytes)"");

    // --- DECRYPTION ---
    println!(""\n[2] Decrypting the message..."");
    let decrypted_plaintext = match decrypt(&key_bytes, &ciphertext, &nonce, associated_data) {
        Ok(pt) => pt,
        Err(e) => {
            // This error is critical! It means the message is corrupt or has been tampered with.
            eprintln!(""DECRYPTION FAILED! Do not trust the message. Error: {}"", e);
            std::process::exit(1);
        }
    };
    println!(
        ""   => Decrypted Plaintext: \""{}\"""",
        String::from_utf8_lossy(&decrypted_plaintext)
    );

    // --- VERIFICATION ---
    println!(""\n[3] Verifying the result..."");
    assert_eq!(plaintext, decrypted_plaintext.as_slice());
    println!(""   => Success! Decrypted message matches the original plaintext."");
    println!(""\n--- END ---"");
}"
